mongoId,rating,createdAt
6989a4ea10805f5685d7104a,70,2023-08-06T00:00:00Z
6989a4ea10805f5685d7104b,91,2025-04-25T00:00:00Z
6989a4ea10805f5685d7104c,80,2024-07-09T00:00:00Z
6989a4ea10805f5685d7104d,71,2025-03-04T00:00:00Z
6989a4ea10805f5685d7104e,69,2025-11-14T00:00:00Z
6989a4ea10805f5685d7104f,92,2025-10-13T00:00:00Z
6989a4ea10805f5685d71050,49,2025-01-05T00:00:00Z
6989a4ea10805f5685d71051,98,2025-12-04T00:00:00Z
6989a4ea10805f5685d71052,82,2025-02-12T00:00:00Z
6989a4ea10805f5685d71053,89,2023-10-25T00:00:00Z
6989a4ea10805f5685d71054,70,2023-11-14T00:00:00Z
6989a4ea10805f5685d71055,81,2024-11-01T00:00:00Z
6989a4ea10805f5685d71056,71,2023-04-25T00:00:00Z
6989a4ea10805f5685d71057,68,2023-12-06T00:00:00Z
6989a4ea10805f5685d71058,79,2024-05-26T00:00:00Z
6989a4ea10805f5685d71059,98,2023-09-23T00:00:00Z
6989a4ea10805f5685d7105a,89,2024-08-10T00:00:00Z
6989a4ea10805f5685d7105b,88,2025-02-01T00:00:00Z
6989a4ea10805f5685d7105c,81,2025-08-16T00:00:00Z
6989a4ea10805f5685d7105d,100,2023-07-29T00:00:00Z
6989a4ea10805f5685d7105e,89,2025-01-06T00:00:00Z
6989a4ea10805f5685d7105f,58,2025-01-25T00:00:00Z
6989a4ea10805f5685d71060,62,2023-03-31T00:00:00Z
6989a4ea10805f5685d71061,50,2023-07-29T00:00:00Z
6989a4ea10805f5685d71062,62,2023-12-06T00:00:00Z
6989a4ea10805f5685d71063,82,2023-01-25T00:00:00Z
6989a4ea10805f5685d71064,80,2023-05-23T00:00:00Z
6989a4ea10805f5685d71065,51,2025-04-04T00:00:00Z
6989a4ea10805f5685d71066,81,2023-03-30T00:00:00Z
6989a4ea10805f5685d71067,62,2023-08-24T00:00:00Z
6989a4ea10805f5685d71068,39,2024-03-21T00:00:00Z
6989a4ea10805f5685d71069,92,2023-09-18T00:00:00Z
6989a4ea10805f5685d7106a,91,2025-12-15T00:00:00Z
6989a4ea10805f5685d7106b,82,2024-08-24T00:00:00Z
6989a4ea10805f5685d7106c,70,2025-09-22T00:00:00Z
6989a4ea10805f5685d7106d,62,2023-03-10T00:00:00Z
6989a4ea10805f5685d7106e,82,2025-02-20T00:00:00Z
6989a4ea10805f5685d7106f,79,2025-05-02T00:00:00Z
6989a4ea10805f5685d71070,78,2024-10-30T00:00:00Z
6989a4ea10805f5685d71071,29,2025-08-28T00:00:00Z
6989a4ea10805f5685d71072,81,2024-10-23T00:00:00Z
6989a4ea10805f5685d71073,62,2024-07-31T00:00:00Z
6989a4ea10805f5685d71074,100,2024-09-12T00:00:00Z
6989a4ea10805f5685d71075,29,2023-01-31T00:00:00Z
6989a4ea10805f5685d71076,89,2023-11-24T00:00:00Z
6989a4ea10805f5685d71077,70,2023-11-02T00:00:00Z
6989a4ea10805f5685d71078,90,2025-03-15T00:00:00Z
6989a4ea10805f5685d71079,59,2023-05-25T00:00:00Z
6989a4ea10805f5685d7107a,99,2025-08-03T00:00:00Z
6989a4ea10805f5685d7107b,99,2025-08-04T00:00:00Z
6989a4ea10805f5685d7107c,98,2024-09-06T00:00:00Z
6989a4ea10805f5685d7107d,70,2023-03-27T00:00:00Z
6989a4ea10805f5685d7107e,69,2023-05-31T00:00:00Z
6989a4ea10805f5685d7107f,88,2025-12-27T00:00:00Z
6989a4ea10805f5685d71080,78,2023-11-09T00:00:00Z
6989a4ea10805f5685d71081,100,2025-02-18T00:00:00Z
6989a4ea10805f5685d71082,82,2023-09-07T00:00:00Z
6989a4ea10805f5685d71083,80,2023-09-06T00:00:00Z
6989a4ea10805f5685d71084,100,2024-05-24T00:00:00Z
6989a4ea10805f5685d71085,92,2025-04-17T00:00:00Z
6989a4ea10805f5685d71086,98,2025-02-23T00:00:00Z
6989a4ea10805f5685d71087,98,2023-02-20T00:00:00Z
6989a4ea10805f5685d71088,80,2025-07-19T00:00:00Z
6989a4ea10805f5685d71089,78,2025-10-23T00:00:00Z
6989a4ea10805f5685d7108a,82,2023-09-12T00:00:00Z
6989a4ea10805f5685d7108b,88,2023-09-14T00:00:00Z
6989a4ea10805f5685d7108c,90,2025-02-13T00:00:00Z
6989a4ea10805f5685d7108d,100,2023-10-20T00:00:00Z
6989a4ea10805f5685d7108e,30,2025-09-22T00:00:00Z
6989a4ea10805f5685d7108f,71,2024-03-08T00:00:00Z
6989a4ea10805f5685d71090,50,2023-05-10T00:00:00Z
6989a4ea10805f5685d71091,78,2024-03-27T00:00:00Z
6989a4ea10805f5685d71092,70,2023-06-10T00:00:00Z
6989a4ea10805f5685d71093,50,2023-07-10T00:00:00Z
6989a4ea10805f5685d71094,19,2023-05-23T00:00:00Z
6989a4ea10805f5685d71095,100,2023-08-01T00:00:00Z
6989a4ea10805f5685d71096,78,2023-08-01T00:00:00Z
6989a4ea10805f5685d71097,70,2023-01-20T00:00:00Z
6989a4ea10805f5685d71098,80,2023-06-25T00:00:00Z
6989a4ea10805f5685d71099,69,2023-11-17T00:00:00Z
6989a4ea10805f5685d7109a,80,2023-08-26T00:00:00Z
6989a4ea10805f5685d7109b,81,2023-01-05T00:00:00Z
6989a4ea10805f5685d7109c,100,2024-09-30T00:00:00Z
6989a4ea10805f5685d7109d,71,2023-03-20T00:00:00Z
6989a4ea10805f5685d7109e,72,2025-01-09T00:00:00Z
6989a4ea10805f5685d7109f,71,2023-01-03T00:00:00Z
6989a4ea10805f5685d710a0,62,2024-07-16T00:00:00Z
6989a4ea10805f5685d710a1,78,2025-03-02T00:00:00Z
6989a4ea10805f5685d710a2,100,2023-07-24T00:00:00Z
6989a4ea10805f5685d710a3,70,2025-10-27T00:00:00Z
6989a4ea10805f5685d710a4,81,2025-12-14T00:00:00Z
6989a4ea10805f5685d710a5,89,2023-05-22T00:00:00Z
6989a4ea10805f5685d710a6,68,2024-02-10T00:00:00Z
6989a4ea10805f5685d710a7,98,2024-06-21T00:00:00Z
6989a4ea10805f5685d710a8,90,2025-03-09T00:00:00Z
6989a4ea10805f5685d710a9,80,2024-10-06T00:00:00Z
6989a4ea10805f5685d710aa,91,2023-09-14T00:00:00Z
6989a4ea10805f5685d710ab,79,2025-07-26T00:00:00Z
6989a4ea10805f5685d710ac,50,2025-08-25T00:00:00Z
6989a4ea10805f5685d710ad,72,2024-07-04T00:00:00Z
6989a4ea10805f5685d710ae,98,2025-07-20T00:00:00Z
6989a4ea10805f5685d710af,100,2023-02-25T00:00:00Z
6989a4ea10805f5685d710b0,79,2024-03-15T00:00:00Z
6989a4ea10805f5685d710b1,71,2024-06-27T00:00:00Z
6989a4ea10805f5685d710b2,80,2025-12-11T00:00:00Z
6989a4ea10805f5685d710b3,71,2023-01-08T00:00:00Z
6989a4ea10805f5685d710b4,72,2024-04-15T00:00:00Z
6989a4ea10805f5685d710b5,69,2023-08-07T00:00:00Z
6989a4ea10805f5685d710b6,79,2025-03-16T00:00:00Z
6989a4ea10805f5685d710b7,52,2024-08-14T00:00:00Z
6989a4ea10805f5685d710b8,78,2024-01-16T00:00:00Z
6989a4ea10805f5685d710b9,81,2024-09-07T00:00:00Z
6989a4ea10805f5685d710ba,48,2023-01-09T00:00:00Z
6989a4ea10805f5685d710bb,61,2023-02-04T00:00:00Z
6989a4ea10805f5685d710bc,99,2023-12-10T00:00:00Z
6989a4ea10805f5685d710bd,100,2025-07-12T00:00:00Z
6989a4ea10805f5685d710be,90,2024-04-23T00:00:00Z
6989a4ea10805f5685d710bf,78,2023-04-04T00:00:00Z
6989a4ea10805f5685d710c0,60,2025-09-28T00:00:00Z
6989a4ea10805f5685d710c1,51,2024-05-09T00:00:00Z
6989a4ea10805f5685d710c2,78,2023-03-16T00:00:00Z
6989a4ea10805f5685d710c3,58,2023-02-24T00:00:00Z
6989a4ea10805f5685d710c4,82,2025-04-11T00:00:00Z
6989a4ea10805f5685d710c5,100,2024-08-27T00:00:00Z
6989a4ea10805f5685d710c6,91,2023-07-13T00:00:00Z
6989a4ea10805f5685d710c7,69,2024-10-21T00:00:00Z
6989a4ea10805f5685d710c8,99,2025-03-22T00:00:00Z
6989a4ea10805f5685d710c9,88,2025-03-06T00:00:00Z
6989a4ea10805f5685d710ca,80,2023-02-13T00:00:00Z
6989a4ea10805f5685d710cb,78,2024-07-29T00:00:00Z
6989a4ea10805f5685d710cc,100,2024-08-18T00:00:00Z
6989a4ea10805f5685d710cd,82,2025-03-30T00:00:00Z
6989a4ea10805f5685d710ce,71,2024-09-07T00:00:00Z
6989a4ea10805f5685d710cf,52,2025-02-14T00:00:00Z
6989a4ea10805f5685d710d0,32,2025-11-28T00:00:00Z
6989a4ea10805f5685d710d1,72,2024-07-10T00:00:00Z
6989a4ea10805f5685d710d2,72,2024-05-31T00:00:00Z
6989a4ea10805f5685d710d3,82,2023-05-23T00:00:00Z
6989a4ea10805f5685d710d4,81,2023-01-25T00:00:00Z
6989a4ea10805f5685d710d5,99,2025-04-10T00:00:00Z
6989a4ea10805f5685d710d6,88,2023-02-21T00:00:00Z
6989a4ea10805f5685d710d7,98,2025-07-22T00:00:00Z
6989a4ea10805f5685d710d8,91,2023-01-09T00:00:00Z
6989a4ea10805f5685d710d9,78,2025-06-29T00:00:00Z
6989a4ea10805f5685d710da,51,2024-03-30T00:00:00Z
6989a4ea10805f5685d710db,81,2024-10-03T00:00:00Z
6989a4ea10805f5685d710dc,72,2024-09-26T00:00:00Z
6989a4ea10805f5685d710dd,82,2024-02-09T00:00:00Z
6989a4ea10805f5685d710de,69,2023-03-17T00:00:00Z
6989a4ea10805f5685d710df,81,2025-12-16T00:00:00Z
6989a4ea10805f5685d710e0,58,2023-08-15T00:00:00Z
6989a4ea10805f5685d710e1,68,2025-06-24T00:00:00Z
6989a4ea10805f5685d710e2,68,2025-05-16T00:00:00Z
6989a4ea10805f5685d710e3,78,2023-03-16T00:00:00Z
6989a4ea10805f5685d710e4,70,2023-02-18T00:00:00Z
6989a4ea10805f5685d710e5,79,2023-07-10T00:00:00Z
6989a4ea10805f5685d710e6,70,2024-08-09T00:00:00Z
6989a4ea10805f5685d710e7,100,2023-06-26T00:00:00Z
6989a4ea10805f5685d710e8,60,2024-11-15T00:00:00Z
6989a4ea10805f5685d710e9,72,2025-05-16T00:00:00Z
6989a4ea10805f5685d710ea,31,2024-07-26T00:00:00Z
6989a4ea10805f5685d710eb,89,2024-04-20T00:00:00Z
6989a4ea10805f5685d710ec,69,2025-11-28T00:00:00Z
6989a4ea10805f5685d710ed,100,2025-04-13T00:00:00Z
6989a4ea10805f5685d710ee,100,2025-02-05T00:00:00Z
6989a4ea10805f5685d710ef,89,2024-04-13T00:00:00Z
6989a4ea10805f5685d710f0,82,2023-08-12T00:00:00Z
6989a4ea10805f5685d710f1,41,2023-02-24T00:00:00Z
6989a4ea10805f5685d710f2,99,2024-04-24T00:00:00Z
6989a4ea10805f5685d710f3,70,2024-05-14T00:00:00Z
6989a4ea10805f5685d710f4,78,2023-04-24T00:00:00Z
6989a4ea10805f5685d710f5,90,2024-01-04T00:00:00Z
6989a4ea10805f5685d710f6,81,2025-04-07T00:00:00Z
6989a4ea10805f5685d710f7,70,2024-03-15T00:00:00Z
6989a4ea10805f5685d710f8,91,2023-08-17T00:00:00Z
6989a4ea10805f5685d710f9,72,2025-09-05T00:00:00Z
6989a4ea10805f5685d710fa,81,2024-04-27T00:00:00Z
6989a4ea10805f5685d710fb,58,2025-07-19T00:00:00Z
6989a4ea10805f5685d710fc,49,2024-09-13T00:00:00Z
6989a4ea10805f5685d710fd,100,2023-11-13T00:00:00Z
6989a4ea10805f5685d710fe,70,2025-11-03T00:00:00Z
6989a4ea10805f5685d710ff,71,2023-11-08T00:00:00Z
6989a4ea10805f5685d71100,69,2024-12-15T00:00:00Z
6989a4ea10805f5685d71101,72,2025-02-09T00:00:00Z
6989a4ea10805f5685d71102,80,2024-05-13T00:00:00Z
6989a4ea10805f5685d71103,82,2023-11-11T00:00:00Z
6989a4ea10805f5685d71104,61,2025-03-05T00:00:00Z
6989a4ea10805f5685d71105,72,2025-07-17T00:00:00Z
6989a4ea10805f5685d71106,68,2024-06-18T00:00:00Z
6989a4ea10805f5685d71107,58,2024-05-09T00:00:00Z
6989a4ea10805f5685d71108,80,2024-02-16T00:00:00Z
6989a4ea10805f5685d71109,78,2025-09-13T00:00:00Z
6989a4ea10805f5685d7110a,82,2025-03-10T00:00:00Z
6989a4ea10805f5685d7110b,81,2023-03-10T00:00:00Z
6989a4ea10805f5685d7110c,81,2023-01-13T00:00:00Z
6989a4ea10805f5685d7110d,80,2025-01-15T00:00:00Z
6989a4ea10805f5685d7110e,82,2023-07-27T00:00:00Z
6989a4ea10805f5685d7110f,71,2024-04-13T00:00:00Z
6989a4ea10805f5685d71110,100,2025-08-05T00:00:00Z
6989a4ea10805f5685d71111,82,2023-09-14T00:00:00Z
6989a4ea10805f5685d71112,98,2023-09-06T00:00:00Z
6989a4ea10805f5685d71113,91,2023-10-07T00:00:00Z
6989a4ea10805f5685d71114,100,2023-02-20T00:00:00Z
6989a4ea10805f5685d71115,91,2024-01-20T00:00:00Z
6989a4ea10805f5685d71116,10,2024-06-22T00:00:00Z
6989a4ea10805f5685d71117,71,2024-09-11T00:00:00Z
6989a4ea10805f5685d71118,71,2024-03-03T00:00:00Z
6989a4ea10805f5685d71119,100,2025-12-31T00:00:00Z
6989a4ea10805f5685d7111a,100,2025-07-06T00:00:00Z
6989a4ea10805f5685d7111b,78,2023-07-28T00:00:00Z
6989a4ea10805f5685d7111c,100,2024-11-02T00:00:00Z
6989a4ea10805f5685d7111d,100,2025-09-22T00:00:00Z
6989a4ea10805f5685d7111e,78,2024-04-17T00:00:00Z
6989a4ea10805f5685d7111f,100,2024-05-01T00:00:00Z
6989a4ea10805f5685d71120,70,2023-09-28T00:00:00Z
6989a4ea10805f5685d71121,91,2023-07-22T00:00:00Z
6989a4ea10805f5685d71122,52,2025-03-20T00:00:00Z
6989a4ea10805f5685d71123,100,2023-11-06T00:00:00Z
6989a4ea10805f5685d71124,90,2024-10-21T00:00:00Z
6989a4ea10805f5685d71125,49,2023-04-23T00:00:00Z
6989a4ea10805f5685d71126,100,2023-02-18T00:00:00Z
6989a4ea10805f5685d71127,32,2023-12-22T00:00:00Z
6989a4ea10805f5685d71128,51,2023-04-20T00:00:00Z
6989a4ea10805f5685d71129,58,2023-04-09T00:00:00Z
6989a4ea10805f5685d7112a,68,2023-08-16T00:00:00Z
6989a4ea10805f5685d7112b,68,2023-06-20T00:00:00Z
6989a4ea10805f5685d7112c,80,2025-05-18T00:00:00Z
6989a4ea10805f5685d7112d,98,2025-04-30T00:00:00Z
6989a4ea10805f5685d7112e,88,2025-07-30T00:00:00Z
6989a4ea10805f5685d7112f,69,2024-06-12T00:00:00Z
6989a4ea10805f5685d71130,90,2025-11-19T00:00:00Z
6989a4ea10805f5685d71131,78,2023-10-13T00:00:00Z
6989a4ea10805f5685d71132,68,2024-04-18T00:00:00Z
6989a4ea10805f5685d71133,68,2023-04-07T00:00:00Z
6989a4ea10805f5685d71134,52,2025-11-14T00:00:00Z
6989a4ea10805f5685d71135,99,2024-01-31T00:00:00Z
6989a4ea10805f5685d71136,100,2024-09-12T00:00:00Z
6989a4ea10805f5685d71137,71,2023-04-15T00:00:00Z
6989a4ea10805f5685d71138,72,2025-04-09T00:00:00Z
6989a4ea10805f5685d71139,81,2023-09-19T00:00:00Z
6989a4ea10805f5685d7113a,89,2024-03-22T00:00:00Z
6989a4ea10805f5685d7113b,68,2023-05-06T00:00:00Z
6989a4ea10805f5685d7113c,100,2024-06-21T00:00:00Z
6989a4ea10805f5685d7113d,100,2023-09-13T00:00:00Z
6989a4ea10805f5685d7113e,51,2025-08-12T00:00:00Z
6989a4ea10805f5685d7113f,69,2025-04-25T00:00:00Z
6989a4ea10805f5685d71140,80,2024-10-11T00:00:00Z
6989a4ea10805f5685d71141,81,2023-05-24T00:00:00Z
6989a4ea10805f5685d71142,72,2023-10-11T00:00:00Z
6989a4ea10805f5685d71143,69,2023-05-28T00:00:00Z
6989a4ea10805f5685d71144,82,2023-10-06T00:00:00Z
6989a4ea10805f5685d71145,49,2023-02-12T00:00:00Z
6989a4ea10805f5685d71146,100,2024-03-12T00:00:00Z
6989a4ea10805f5685d71147,88,2025-12-13T00:00:00Z
6989a4ea10805f5685d71148,100,2024-08-11T00:00:00Z
6989a4ea10805f5685d71149,38,2025-09-11T00:00:00Z
6989a4ea10805f5685d7114a,71,2023-05-10T00:00:00Z
6989a4ea10805f5685d7114b,79,2023-03-01T00:00:00Z
6989a4ea10805f5685d7114c,79,2024-01-24T00:00:00Z
6989a4ea10805f5685d7114d,91,2024-06-20T00:00:00Z
6989a4ea10805f5685d7114e,10,2025-06-12T00:00:00Z
6989a4ea10805f5685d7114f,82,2024-05-03T00:00:00Z
6989a4ea10805f5685d71150,91,2025-11-03T00:00:00Z
6989a4ea10805f5685d71151,79,2024-10-10T00:00:00Z
6989a4ea10805f5685d71152,72,2023-05-16T00:00:00Z
6989a4ea10805f5685d71153,71,2025-08-05T00:00:00Z
6989a4ea10805f5685d71154,91,2024-07-14T00:00:00Z
6989a4ea10805f5685d71155,78,2024-05-14T00:00:00Z
6989a4ea10805f5685d71156,79,2024-04-06T00:00:00Z
6989a4ea10805f5685d71157,62,2023-05-19T00:00:00Z
6989a4ea10805f5685d71158,62,2024-04-12T00:00:00Z
6989a4ea10805f5685d71159,59,2024-12-04T00:00:00Z
6989a4ea10805f5685d7115a,69,2025-12-28T00:00:00Z
6989a4ea10805f5685d7115b,69,2025-04-03T00:00:00Z
6989a4ea10805f5685d7115c,71,2023-07-28T00:00:00Z
6989a4ea10805f5685d7115d,69,2025-02-18T00:00:00Z
6989a4ea10805f5685d7115e,92,2024-05-07T00:00:00Z
6989a4ea10805f5685d7115f,91,2024-06-16T00:00:00Z
6989a4ea10805f5685d71160,82,2024-10-19T00:00:00Z
6989a4ea10805f5685d71161,79,2024-01-17T00:00:00Z
6989a4ea10805f5685d71162,100,2024-01-14T00:00:00Z
6989a4ea10805f5685d71163,100,2025-04-28T00:00:00Z
6989a4ea10805f5685d71164,100,2024-06-12T00:00:00Z
6989a4ea10805f5685d71165,60,2025-12-01T00:00:00Z
6989a4ea10805f5685d71166,70,2024-05-23T00:00:00Z
6989a4ea10805f5685d71167,100,2025-06-09T00:00:00Z
6989a4ea10805f5685d71168,72,2023-08-20T00:00:00Z
6989a4ea10805f5685d71169,78,2023-06-02T00:00:00Z
6989a4ea10805f5685d7116a,80,2024-03-31T00:00:00Z
6989a4ea10805f5685d7116b,69,2023-04-05T00:00:00Z
6989a4ea10805f5685d7116c,100,2024-06-11T00:00:00Z
6989a4ea10805f5685d7116d,58,2025-11-30T00:00:00Z
6989a4ea10805f5685d7116e,78,2024-10-18T00:00:00Z
6989a4ea10805f5685d7116f,52,2025-10-20T00:00:00Z
6989a4ea10805f5685d71170,51,2023-06-24T00:00:00Z
6989a4ea10805f5685d71171,100,2024-10-11T00:00:00Z
6989a4ea10805f5685d71172,80,2023-04-25T00:00:00Z
6989a4ea10805f5685d71173,51,2023-12-08T00:00:00Z
6989a4ea10805f5685d71174,100,2025-12-22T00:00:00Z
6989a4ea10805f5685d71175,81,2023-04-17T00:00:00Z
6989a4ea10805f5685d71176,79,2024-12-30T00:00:00Z
6989a4ea10805f5685d71177,52,2023-07-20T00:00:00Z
6989a4ea10805f5685d71178,69,2023-02-02T00:00:00Z
6989a4ea10805f5685d71179,20,2025-03-10T00:00:00Z
6989a4ea10805f5685d7117a,69,2025-08-16T00:00:00Z
6989a4ea10805f5685d7117b,79,2023-08-27T00:00:00Z
6989a4ea10805f5685d7117c,61,2024-01-01T00:00:00Z
6989a4ea10805f5685d7117d,51,2025-03-20T00:00:00Z
6989a4ea10805f5685d7117e,48,2024-03-19T00:00:00Z
6989a4ea10805f5685d7117f,79,2024-01-25T00:00:00Z
6989a4ea10805f5685d71180,100,2025-11-07T00:00:00Z
6989a4ea10805f5685d71181,50,2023-05-29T00:00:00Z
6989a4ea10805f5685d71182,32,2023-01-14T00:00:00Z
6989a4ea10805f5685d71183,59,2024-10-16T00:00:00Z
6989a4ea10805f5685d71184,50,2025-09-29T00:00:00Z
6989a4ea10805f5685d71185,51,2024-04-10T00:00:00Z
6989a4ea10805f5685d71186,71,2024-02-05T00:00:00Z
6989a4ea10805f5685d71187,82,2025-01-05T00:00:00Z
6989a4ea10805f5685d71188,81,2024-10-08T00:00:00Z
6989a4ea10805f5685d71189,50,2023-05-19T00:00:00Z
6989a4ea10805f5685d7118a,100,2023-10-27T00:00:00Z
6989a4ea10805f5685d7118b,90,2025-07-13T00:00:00Z
6989a4ea10805f5685d7118c,90,2023-06-24T00:00:00Z
6989a4ea10805f5685d7118d,78,2023-05-12T00:00:00Z
6989a4ea10805f5685d7118e,100,2024-03-19T00:00:00Z
6989a4ea10805f5685d7118f,81,2025-07-22T00:00:00Z
6989a4ea10805f5685d71190,88,2024-03-23T00:00:00Z
6989a4ea10805f5685d71191,82,2025-05-21T00:00:00Z
6989a4ea10805f5685d71192,89,2024-12-28T00:00:00Z
6989a4ea10805f5685d71193,61,2025-08-06T00:00:00Z
6989a4ea10805f5685d71194,41,2023-08-02T00:00:00Z
6989a4ea10805f5685d71195,78,2023-11-25T00:00:00Z
6989a4ea10805f5685d71196,80,2024-08-20T00:00:00Z
6989a4ea10805f5685d71197,89,2024-02-25T00:00:00Z
6989a4ea10805f5685d71198,99,2023-03-04T00:00:00Z
6989a4ea10805f5685d71199,78,2023-03-29T00:00:00Z
6989a4ea10805f5685d7119a,100,2025-03-25T00:00:00Z
6989a4ea10805f5685d7119b,69,2023-03-07T00:00:00Z
6989a4ea10805f5685d7119c,62,2023-10-27T00:00:00Z
6989a4ea10805f5685d7119d,100,2023-12-07T00:00:00Z
6989a4ea10805f5685d7119e,70,2023-10-13T00:00:00Z
6989a4ea10805f5685d7119f,92,2025-08-13T00:00:00Z
6989a4ea10805f5685d711a0,89,2023-12-17T00:00:00Z
6989a4ea10805f5685d711a1,88,2023-03-22T00:00:00Z
6989a4ea10805f5685d711a2,91,2025-12-04T00:00:00Z
6989a4ea10805f5685d711a3,72,2024-02-20T00:00:00Z
6989a4ea10805f5685d711a4,78,2023-12-18T00:00:00Z
6989a4ea10805f5685d711a5,71,2024-04-15T00:00:00Z
6989a4ea10805f5685d711a6,81,2024-12-24T00:00:00Z
6989a4ea10805f5685d711a7,60,2024-12-15T00:00:00Z
6989a4ea10805f5685d711a8,99,2024-01-12T00:00:00Z
6989a4ea10805f5685d711a9,88,2025-08-24T00:00:00Z
6989a4ea10805f5685d711aa,59,2023-01-14T00:00:00Z
6989a4ea10805f5685d711ab,98,2025-07-08T00:00:00Z
6989a4ea10805f5685d711ac,58,2024-08-27T00:00:00Z
6989a4ea10805f5685d711ad,69,2025-08-20T00:00:00Z
6989a4ea10805f5685d711ae,80,2023-05-23T00:00:00Z
6989a4ea10805f5685d711af,100,2023-11-25T00:00:00Z
6989a4ea10805f5685d711b0,100,2025-05-30T00:00:00Z
6989a4ea10805f5685d711b1,79,2025-03-21T00:00:00Z
6989a4ea10805f5685d711b2,60,2023-05-16T00:00:00Z
6989a4ea10805f5685d711b3,79,2024-11-01T00:00:00Z
6989a4ea10805f5685d711b4,90,2024-11-10T00:00:00Z
6989a4ea10805f5685d711b5,78,2023-02-09T00:00:00Z
6989a4ea10805f5685d711b6,68,2025-01-14T00:00:00Z
6989a4ea10805f5685d711b7,78,2023-03-08T00:00:00Z
6989a4ea10805f5685d711b8,82,2023-08-24T00:00:00Z
6989a4ea10805f5685d711b9,72,2024-09-13T00:00:00Z
6989a4ea10805f5685d711ba,92,2024-06-08T00:00:00Z
6989a4ea10805f5685d711bb,59,2023-09-21T00:00:00Z
6989a4ea10805f5685d711bc,91,2023-12-21T00:00:00Z
6989a4ea10805f5685d711bd,69,2023-04-08T00:00:00Z
6989a4ea10805f5685d711be,78,2024-03-05T00:00:00Z
6989a4ea10805f5685d711bf,81,2023-01-22T00:00:00Z
6989a4ea10805f5685d711c0,81,2023-10-03T00:00:00Z
6989a4ea10805f5685d711c1,79,2024-05-07T00:00:00Z
6989a4ea10805f5685d711c2,100,2023-03-20T00:00:00Z
6989a4ea10805f5685d711c3,99,2025-12-19T00:00:00Z
6989a4ea10805f5685d711c4,89,2023-01-06T00:00:00Z
6989a4ea10805f5685d711c5,99,2024-07-10T00:00:00Z
6989a4ea10805f5685d711c6,79,2024-07-16T00:00:00Z
6989a4ea10805f5685d711c7,99,2025-07-24T00:00:00Z
6989a4ea10805f5685d711c8,90,2024-02-24T00:00:00Z
6989a4ea10805f5685d711c9,92,2023-08-23T00:00:00Z
6989a4ea10805f5685d711ca,91,2023-10-17T00:00:00Z
6989a4ea10805f5685d711cb,62,2023-03-03T00:00:00Z
6989a4ea10805f5685d711cc,52,2023-08-18T00:00:00Z
